fetchedAt,officialRawCount,officialParsedCount,officialValidCount,auctionCount,filingCount,boardApprovedCount,upcomingListingCount,needsReviewCount,removedCount,status,reason
2026-07-06T06:37:43+08:00,277,75,1,74,1,0,0,74,0,success,official_data_updated
