stockId,companyName,query,sourceTitle,sourceUrl,foundTargetPrice,foundEpsYear,foundEps,reason,classifiedYear
6223,旺矽科技,6223 旺矽科技 券商 目標價,主動式ETF新兵人氣旺！00407A連兩日成交量奪冠 投資人看好「主動成長＋時間複利」新趨勢,https://tw.stock.yahoo.com/news/%E4%B8%BB%E5%8B%95%E5%BC%8Fetf%E6%96%B0%E5%85%B5%E4%BA%BA%E6%B0%A3%E6%97%BA-00407a%E9%80%A3%E5%85%A9%E6%97%A5%E6%88%90%E4%BA%A4%E9%87%8F%E5%A5%AA%E5%86%A0-%E6%8A%95%E8%B3%87%E4%BA%BA%E7%9C%8B%E5%A5%BD-%E4%B8%BB%E5%8B%95%E6%88%90%E9%95%B7-%E6%99%82%E9%96%93%E8%A4%87%E5%88%A9-101511851.html,,,,target_price_without_company_marker,
6223,旺矽科技,6223 旺矽科技 券商 目標價,國泰投信踩利害關係人紅線！8檔基金補償4.9億元 逾5萬人受影響,https://tw.stock.yahoo.com/news/%E5%9C%8B%E6%B3%B0%E6%8A%95%E4%BF%A1%E8%B8%A9%E5%88%A9%E5%AE%B3%E9%97%9C%E4%BF%82%E4%BA%BA%E7%B4%85%E7%B7%9A%EF%BC%818%E6%AA%94%E5%9F%BA%E9%87%91%E8%A3%9C%E5%84%9F49%E5%84%84%E5%85%83-%E9%80%BE5%E8%90%AC%E4%BA%BA%E5%8F%97%E5%BD%B1%E9%9F%BF-101454909.html,,,,target_price_without_company_marker,
6223,旺矽科技,6223 旺矽科技 券商 目標價,00403A、00981A一起跑贏大盤！最抗震3檔台股主動ETF」出爐,https://tw.stock.yahoo.com/news/00403a%E3%80%8100981a%E4%B8%80%E8%B5%B7%E8%B7%91%E8%B4%8F%E5%A4%A7%E7%9B%A4%EF%BC%81%E6%9C%80%E6%8A%97%E9%9C%873%E6%AA%94%E5%8F%B0%E8%82%A1%E4%B8%BB%E5%8B%95etf%E5%87%BA%E7%88%90-080315881.html,,,,target_price_without_company_marker,
6223,旺矽科技,旺矽科技 上調 目標價,旺得富理財網 - Wantrich.chinatimes.com,https://wantrich.chinatimes.com/tw-market,,,,target_price_without_company_marker,
6223,旺矽科技,旺矽科技 上調 目標價,旺的意思，旺字的意思 - 漢語字典,https://www.chinesewords.org/character/%E6%97%BA.html,,,,no_target_keyword,
6223,旺矽科技,旺矽科技 上調 目標價,旺宏電子 - 公司簡介,https://www.mxic.com.tw/zh-tw/about/Pages/company-overview.aspx,,,,no_target_keyword,
6223,旺矽科技,旺矽科技 上調 目標價,,https://pedia.cloud.edu.tw/Entry/Detail/?title=%E6%97%BA,,,,request_failed:URLError,
6223,旺矽科技,旺矽科技 上調 目標價,旺 - 維基詞典，自由的多語言詞典,https://zh.wiktionary.org/zh-hant/%E6%97%BA,,,,no_target_keyword,
6223,旺矽科技,旺矽科技 上調 目標價,"字:旺 (注音:ㄨㄤˋ,部首:日) | 《國語辭典》📘",https://cidian.18dao.net/zici/%E6%97%BA,,,,no_target_keyword,
6223,旺矽科技,旺矽科技 上調 目標價,"旺:基本解釋,古籍解釋,康熙字典,說文解字,說文解字注,詞語,音韻參考,宋本廣韻,_中文百科全書",https://www.newton.com.tw/wiki/%E6%97%BA,,,,no_target_keyword,
3491,昇達科技,3491 昇達科技 目標價 EPS,昇達科(3491.TWO) 走勢圖 - Yahoo股市,https://tw.stock.yahoo.com/quote/3491.TWO,,,,no_target_keyword,
3491,昇達科技,3491 昇達科技 目標價 EPS,,https://www.cmoney.tw/forum/stock/3491?s=technical-analysis,,,,request_failed:URLError,
3491,昇達科技,3491 昇達科技 目標價 EPS,,https://www.cmoney.tw/forum/stock/3491,,,,request_failed:URLError,
3491,昇達科技,3491 昇達科技 目標價 EPS,即時股價行情 - 台股 | 玩股網,https://www.wantgoo.com/stock/3491,,,,no_target_keyword,
3491,昇達科技,3491 昇達科技 目標價 EPS,昇達科(3491.TWO) 基本資料 - Yahoo股市,https://tw.stock.yahoo.com/quote/3491.TWO/profile,,,,no_target_keyword,
3491,昇達科技,3491 昇達科技 目標價 EPS,3491 昇達科 - 股價行情概況 - Goodinfo!台灣股市資訊網,https://goodinfo.tw/tw/StockDetail.asp?STOCK_ID=3491,,,,no_target_keyword,
3491,昇達科技,3491 昇達科技 目標價 EPS,,https://pchome.megatime.com.tw/stock/sid3491.html,,,,request_failed:URLError,
3491,昇達科技,3491 昇達科技 目標價 EPS,昇達科 (3491) 可以買嗎？EPS、營收、配息、合理價、買賣超與融資融券一次看懂 - Win 投資,https://winvest.tw/Stock/Symbol/Comment/3491,,,,no_target_keyword,
3491,昇達科技,3491 昇達科技 目標價 EPS,昇達科 3491 - 總覽 | 鉅亨網 - 台股,https://www.cnyes.com/twstock/3491,,,,no_target_keyword,
3491,昇達科技,3491 昇達科技 目標價 EPS,台積電被萬張賣單偷襲驚守平盤2390元！聯電攜記憶體接棒吸金秀｜Yahoo財經掃描,https://tw.stock.yahoo.com/news/%E5%8F%B0%E7%A9%8D%E9%9B%BB%E8%A2%AB%E8%90%AC%E5%BC%B5%E8%B3%A3%E5%96%AE%E5%81%B7%E8%A5%B2%E9%A9%9A%E5%AE%88%E5%B9%B3%E7%9B%A42390%E5%85%83%EF%BC%81%E8%81%AF%E9%9B%BB%E6%94%9C%E8%A8%98%E6%86%B6%E9%AB%94%E6%8E%A5%E6%A3%92%E5%90%B8%E9%87%91%E7%A7%80%EF%BD%9Cyahoo%E8%B2%A1%E7%B6%93%E6%8E%83%E6%8F%8F-090759331.html,,,,target_price_without_company_marker,
3491,昇達科技,3491 昇達科技 目標價 EPS,台股大漲，新手越看越不敢進場⋯⋯大盤漲翻天，你 FOMO 了嗎？「克服空手焦慮」的進場邏輯與定錨策略！｜投資診聊室,https://tw.stock.yahoo.com/news/%E5%8F%B0%E8%82%A1%E5%A4%A7%E6%BC%B2%EF%BC%8C%E6%96%B0%E6%89%8B%E8%B6%8A%E7%9C%8B%E8%B6%8A%E4%B8%8D%E6%95%A2%E9%80%B2%E5%A0%B4%E2%8B%AF%E2%8B%AF%E5%A4%A7%E7%9B%A4%E6%BC%B2%E7%BF%BB%E5%A4%A9%EF%BC%8C%E4%BD%A0-fomo-%E4%BA%86%E5%97%8E%EF%BC%9F%E3%80%8C%E5%85%8B%E6%9C%8D%E7%A9%BA%E6%89%8B%E7%84%A6%E6%85%AE%E3%80%8D%E7%9A%84%E9%80%B2%E5%A0%B4%E9%82%8F%E8%BC%AF%E8%88%87%E5%AE%9A%E9%8C%A8%E7%AD%96%E7%95%A5%EF%BC%81%EF%BD%9C%E6%8A%95%E8%B3%87%E8%A8%BA%E8%81%8A%E5%AE%A4-100000585.html,,,,target_price_without_company_marker,
3491,昇達科技,3491 昇達科技 目標價 EPS,主動式ETF新兵人氣旺！00407A連兩日成交量奪冠 投資人看好「主動成長＋時間複利」新趨勢,https://tw.stock.yahoo.com/news/%E4%B8%BB%E5%8B%95%E5%BC%8Fetf%E6%96%B0%E5%85%B5%E4%BA%BA%E6%B0%A3%E6%97%BA-00407a%E9%80%A3%E5%85%A9%E6%97%A5%E6%88%90%E4%BA%A4%E9%87%8F%E5%A5%AA%E5%86%A0-%E6%8A%95%E8%B3%87%E4%BA%BA%E7%9C%8B%E5%A5%BD-%E4%B8%BB%E5%8B%95%E6%88%90%E9%95%B7-%E6%99%82%E9%96%93%E8%A4%87%E5%88%A9-101511851.html,,,,target_price_without_company_marker,
3491,昇達科技,昇達科技 上調 目標價,搞懂漢字裡的雙胞胎：升和昇的分別？字義與用法全面解析 - UpToGo,https://uptogo.com.tw/%e6%96%87%e5%8c%96/%e5%8d%87%e5%92%8c%e6%98%87%e7%9a%84%e5%88%86%e5%88%a5%ef%bc%9f/,,,,no_target_keyword,
3491,昇達科技,昇達科技 上調 目標價,一簡多繁辨析之「升、昇、陞」→「升、昇」 - 大陸居民臺灣正體字講義,https://www.zh-tw.top/%E4%B8%80%E7%B0%A1%E5%A4%9A%E7%B9%81%E8%BE%A8%E6%9E%90/%E4%B8%80%E7%B0%A1%E5%A4%9A%E7%B9%81%E8%BE%A8%E6%9E%90%E4%B9%8B%E3%80%8C%E5%8D%87%E3%80%81%E6%98%87%E3%80%81%E9%99%9E%E3%80%8D%E2%86%92%E3%80%8C%E5%8D%87%E3%80%81%E6%98%87%E3%80%8D/,,,,no_target_keyword,
3491,昇達科技,昇達科技 上調 目標價,,https://baike.baidu.com/item/%E6%98%87/14735121,,,,request_failed:HTTPError,
3491,昇達科技,昇達科技 上調 目標價,昇貿(3305.TW) 走勢圖 - Yahoo股市,https://tw.stock.yahoo.com/quote/3305.TW,,,,no_target_keyword,
3491,昇達科技,昇達科技 上調 目標價,全台最大通訊連鎖-傑昇通信全門市據點 | 傑昇通信~挑戰手機市場最低價~iPhone空機破盤供應,https://www.jyes.com.tw/store.php,,,,no_target_keyword,
3491,昇達科技,昇達科技 上調 目標價,台中市在地優質手機店-傑昇通信門市據點|傑昇通信~挑戰手機市場最低價,https://www.jyes.com.tw/store.php?cid=16,,,,no_target_keyword,
3491,昇達科技,昇達科技 上調 目標價,安全访问检测,https://www.chagushici.com/zidian/%E6%98%87,,,,no_target_keyword,
3491,昇達科技,昇達科技 上調 目標價,昇銳(3128.TWO) 走勢圖 - Yahoo股市,https://tw.stock.yahoo.com/quote/3128.TWO,,,,no_target_keyword,
3491,昇達科技,昇達科技 上調 目標價,國泰投信踩利害關係人紅線！8檔基金補償4.9億元 逾5萬人受影響,https://tw.stock.yahoo.com/news/%E5%9C%8B%E6%B3%B0%E6%8A%95%E4%BF%A1%E8%B8%A9%E5%88%A9%E5%AE%B3%E9%97%9C%E4%BF%82%E4%BA%BA%E7%B4%85%E7%B7%9A%EF%BC%818%E6%AA%94%E5%9F%BA%E9%87%91%E8%A3%9C%E5%84%9F49%E5%84%84%E5%85%83-%E9%80%BE5%E8%90%AC%E4%BA%BA%E5%8F%97%E5%BD%B1%E9%9F%BF-101454909.html,,,,target_price_without_company_marker,
